#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2021 03 07 01 26  2.0  1.1 15.4  1.6  5.9 WSW   W    AVERAGE  6.2 250
2021 03 07 00 56  2.0  1.2 15.4  1.6  9.9   W   W    AVERAGE  6.5 261
2021 03 07 00 26  2.1  1.2 15.4  1.7  5.9  SW   W    AVERAGE  6.5 234
2021 03 06 23 56  2.0  1.1 16.7  1.6  7.7   W WSW    AVERAGE  6.3 261
2021 03 06 23 26  2.1  1.2 15.4  1.8  5.6 WSW   W    AVERAGE  6.5 241
2021 03 06 22 56  2.1  1.3 13.3  1.7  9.9   W   W    AVERAGE  6.6 260
2021 03 06 22 26  2.1  1.4 14.3  1.6  5.3   W   W    AVERAGE  6.6 264
2021 03 06 21 56  2.0  1.3 15.4  1.6  9.9  SW   W    AVERAGE  6.7 233
2021 03 06 21 26  2.0  1.3 15.4  1.5  9.9   W   W    AVERAGE  6.7 265
2021 03 06 20 56  1.8  1.2 15.4  1.4  9.9 WSW   W    AVERAGE  6.6 245
2021 03 06 20 26  1.6  1.1 15.4  1.2  9.9 WSW WNW    AVERAGE  6.7 245
2021 03 06 19 56  1.8  1.2 14.3  1.3  9.9 WSW   W    AVERAGE  6.8 254
2021 03 06 19 26  1.9  1.2 15.4  1.4  9.9 WSW   W    AVERAGE  6.8 248
2021 03 06 18 56  1.9  1.3 15.4  1.4  9.1 WSW   W    AVERAGE  7.0 240
2021 03 06 18 26  1.8  1.1 10.5  1.5  9.9   W   W    AVERAGE  6.6 272
2021 03 06 17 56  1.8  1.2 15.4  1.3  9.9 WSW   W    AVERAGE  7.3 240
2021 03 06 17 26  1.8  1.3 16.7  1.2  9.9 WSW   W      SWELL  7.7 250
2021 03 06 16 56  1.7  1.2 14.3  1.3  9.9   W   W    AVERAGE  7.6 260
2021 03 06 16 26  1.8  1.2 15.4  1.4  9.9 WSW   W    AVERAGE  7.2 250
2021 03 06 15 56  1.8  1.2 15.4  1.4  9.1  SW   W    AVERAGE  7.3 230
2021 03 06 15 26  1.8  1.3 11.8  1.3  9.9   W   W      SWELL  7.4 268
2021 03 06 14 56  1.9  1.3 11.1  1.4  9.9   W   W    AVERAGE  7.2 271
2021 03 06 14 26  1.8  1.2 16.7  1.3  9.9 WSW   W    AVERAGE  7.2 247
2021 03 06 13 56  1.8  1.2 10.5  1.4  9.9   W   W    AVERAGE  7.0 271
2021 03 06 13 26  1.9  1.3 16.7  1.5  9.9  SW   W    AVERAGE  7.0 227
2021 03 06 12 56  1.9  1.1 13.3  1.5  9.9 WSW   W    AVERAGE  6.6 248
2021 03 06 12 26  1.9  1.2 16.7  1.4  9.9  SW   W    AVERAGE  6.7 229
2021 03 06 11 56  1.9  1.3 10.5  1.5  9.9   W   W    AVERAGE  6.8 272
2021 03 06 11 26  1.9  1.2 16.7  1.4  9.9 WSW   W    AVERAGE  6.9 244
2021 03 06 10 56  1.9  1.2 15.4  1.4  9.9 WSW   W    AVERAGE  6.6 244
2021 03 06 10 26  1.8  1.1 15.4  1.5  9.9   W   W    AVERAGE  6.4 260
2021 03 06 09 56  1.9  1.2 10.5  1.5  5.3   W WNW    AVERAGE  6.3 272
2021 03 06 09 26  1.9  1.1 11.1  1.6  5.3   W WNW    AVERAGE  6.1 275
2021 03 06 08 56  1.9  1.2 11.8  1.5  9.9   W   W    AVERAGE  6.3 267
2021 03 06 08 26  1.8  1.0 16.7  1.5  5.3 WSW WNW    AVERAGE  5.7 238
2021 03 06 07 56  1.8  1.0 11.1  1.5  5.3   W   W    AVERAGE  5.8 267
2021 03 06 07 26  1.8  1.0 16.7  1.5  5.3  SW   W    AVERAGE  5.6 230
2021 03 06 06 56  1.6  0.9 16.7  1.4  4.8  SW WNW    AVERAGE  5.4 226
2021 03 06 06 26  1.5  0.7 16.7  1.3  5.0  SW   W    AVERAGE  5.0 229
2021 03 06 05 56  1.4  0.8 16.7  1.1  4.3 SSW WNW    AVERAGE  5.5 213
2021 03 06 05 26  1.4  0.8 16.7  1.1  4.5 WSW WNW    AVERAGE  5.5 247
2021 03 06 04 56  1.3  0.8 16.7  1.1  4.3 WSW WNW    AVERAGE  5.4 241
2021 03 06 04 26  1.4  0.7 16.7  1.2  5.3  SW   W    AVERAGE  5.3 234
2021 03 06 03 56  1.5  0.7 16.7  1.3  5.3  SW   W    AVERAGE  5.2 229
2021 03 06 03 26  1.5  0.8 16.7  1.3  5.0 WSW WNW    AVERAGE  5.4 240
2021 03 06 02 56  1.5  0.6 16.7  1.4  5.6   W   W VERY_STEEP  5.1 269
2021 03 06 02 26  1.6  0.7 13.3  1.4  4.8 WSW WNW    AVERAGE  5.2 237
2021 03 06 01 56  1.4  0.7 16.7  1.3  5.0  SW   W    AVERAGE  5.2 231
2021 03 06 01 26  1.4  0.7 16.7  1.2  4.5 WSW WNW    AVERAGE  5.3 254
2021 03 06 00 56  1.3  0.6 16.7  1.1  4.8  SW   W    AVERAGE  5.2 220
2021 03 06 00 26  1.2  0.7 18.2  1.0  4.3  SW WNW    AVERAGE  5.2 233
2021 03 05 23 56  1.1  0.6 16.7  1.0  4.3 WSW   W    AVERAGE  5.3 244
2021 03 05 23 26  1.1  0.6 16.7  0.9  9.9 WSW   W    AVERAGE  5.3 244
2021 03 05 22 56  0.9  0.5 13.3  0.8  4.3  SW   W    AVERAGE  5.3 233
2021 03 05 22 26  1.1  0.7 16.7  0.8  7.7  SW WSW    AVERAGE  5.7 233
2021 03 05 21 56  1.1  0.7 18.2  0.8  7.7  SW WSW    AVERAGE  5.6 230
2021 03 05 21 26  1.0  0.6 18.2  0.8  9.9  SW WSW    AVERAGE  5.5 234
2021 03 05 20 56  1.0  0.6 18.2  0.8  9.1 SSW   W    AVERAGE  5.5 200
2021 03 05 20 26  1.0  0.6 18.2  0.9  9.9 SSW   W    AVERAGE  5.4 202
2021 03 05 19 56  1.1  0.6 18.2  0.8  7.7  SW WSW    AVERAGE  5.5 229
2021 03 05 19 26  1.0  0.6 18.2  0.8  9.1   W   W    AVERAGE  5.5 268
2021 03 05 18 56  1.0  0.6 11.1  0.8  9.9   W   W    AVERAGE  5.5 261
2021 03 05 18 26  1.0  0.6 18.2  0.9  9.1  SW   W    AVERAGE  5.6 227
2021 03 05 17 56  1.1  0.6 18.2  0.9  9.9 SSW   W    AVERAGE  5.4 209
2021 03 05 17 26  1.0  0.6 18.2  0.9  9.9  SW   W    AVERAGE  5.6 215
2021 03 05 16 56  1.1  0.6 11.8  0.9  9.9   W   W    AVERAGE  5.6 264
2021 03 05 16 26  1.0  0.6 11.1  0.8  7.1   W WSW    AVERAGE  5.6 276
2021 03 05 15 56  1.0  0.6 18.2  0.8  9.1  SW   W    AVERAGE  6.4 219
2021 03 05 15 26  1.0  0.6 11.8  0.8  7.7   W   W    AVERAGE  6.4 269
2021 03 05 14 56  1.0  0.6 11.1  0.8  9.9   W   W    AVERAGE  6.2 267
2021 03 05 14 26  1.0  0.6 10.5  0.9  9.1   W   W    AVERAGE  6.3 260
2021 03 05 13 56  1.0  0.7 11.1  0.8  9.9   W   W    AVERAGE  6.8 268
2021 03 05 13 26  0.9  0.6 11.1  0.8  9.9 WSW   W    AVERAGE  6.6 254
2021 03 05 12 56  1.0  0.6 11.8  0.8  9.9   W   W    AVERAGE  6.9 269
2021 03 05 12 26  1.0  0.6 10.5  0.8  8.3   W   W    AVERAGE  7.1 269
2021 03 05 11 56  1.0  0.6 11.1  0.8  9.9   W   W    AVERAGE  7.4 265
2021 03 05 11 26  1.0  0.6 11.1  0.8  9.9   W   W    AVERAGE  7.4 269
2021 03 05 10 56  1.0  0.6 11.8  0.8  7.7   W WSW    AVERAGE  7.1 260
2021 03 05 10 26  1.1  0.7 12.5  0.8  9.9 WSW WSW    AVERAGE  7.0 244
2021 03 05 09 56  1.0  0.6 12.5  0.8  9.1 WSW   W    AVERAGE  6.8 251
2021 03 05 09 26  1.0  0.6 12.5  0.8  8.3 WSW   W    AVERAGE  6.8 252
2021 03 05 08 56  1.1  0.7 11.8  0.8  8.3   W   W    AVERAGE  7.4 269
2021 03 05 08 26  1.0  0.6 12.5  0.8  9.9 WSW   W    AVERAGE  7.2 254
2021 03 05 07 56  1.0  0.6 12.5  0.8  9.9 WSW   W    AVERAGE  7.2 269
2021 03 05 07 26  1.0  0.6 14.3  0.8  9.9 SSW   W    AVERAGE  6.8 212
2021 03 05 06 56  0.9  0.5 13.3  0.8  9.1 WSW   W    AVERAGE  6.1 240
2021 03 05 06 26  1.0  0.6 10.5  0.8  9.9   W   W    AVERAGE  6.0 271
2021 03 05 05 56  1.1  0.5 10.5  0.9  9.1   W   W    AVERAGE  6.0 268
2021 03 05 05 26  1.1  0.6 12.5  0.9  8.3 WSW   W    AVERAGE  6.3 248
2021 03 05 04 56  1.0  0.5 15.4  0.9  9.1 SSW   W    AVERAGE  6.0 267
2021 03 05 04 26  1.0  0.6 12.5  0.9  9.9 WSW   W    AVERAGE  6.5 252
2021 03 05 03 56  1.0  0.6 11.1  0.8  9.9   W   W    AVERAGE  6.4 264
2021 03 05 03 26  1.0  0.5 11.1  0.9  9.1 WSW   W    AVERAGE  6.6 258
2021 03 05 02 56  1.1  0.6 10.5  0.9  7.7   W WSW    AVERAGE  7.1 276
2021 03 05 02 26  1.1  0.6 10.5  0.9  9.9   W   W    AVERAGE  7.3 264
2021 03 05 01 56  1.1  0.5 11.8  1.0  9.9 WSW WSW    AVERAGE  7.3 254
2021 03 05 01 26  1.1  0.6 11.1  0.9  7.7   W WSW    AVERAGE  7.3 261
2021 03 05 00 56  1.1  0.6 10.5  0.9  9.9   W   W    AVERAGE  7.5 264
2021 03 05 00 26  1.1  0.6 12.5  0.9  9.9   W   W    AVERAGE  7.7 276
